RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
483839,2015218538,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,6/28/2015 10:31,6/28/2014 10:31,6/28/2015 10:31,6XX BLOCK OF NW 74 ST,J,J2,2900.3013,-122.364672,47.68252427,"(47.68252427, -122.364671996)",6,2014
481252,2015213067,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,6/24/2015 11:09,6/1/2014 0:00,6/24/2015 11:09,23XX BLOCK OF 43 AV E,C,C2,6300.1004,-122.2770802,47.63990076,"(47.639900761, -122.277080248)",6,2014
481375,2015210301,2316,0,THEFT-MAIL,2300,MAIL THEFT,6/22/2015 9:22,8/31/2014 9:00,,81XX BLOCK OF 11 AV SW,F,F3,11300.5013,-122.3493122,47.5292323,"(47.529232299, -122.349312181)",8,2014
481690,2015209327,2599,0,COUNTERFEIT,2500,COUNTERFEIT,6/21/2015 15:52,6/20/2014 13:38,,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.3348178,47.61236845,"(47.612368448, -122.334817763)",6,2014
478198,2015207880,2399,3,THEFT-OTH,2300,OTHER PROPERTY,6/20/2015 11:59,6/1/2014 11:59,11/1/2014 12:00,77XX BLOCK OF SUNNYSIDE AV N,J,J3,2700.2015,-122.3293785,47.68595988,"(47.685959879, -122.329378505)",6,2014
480485,2015904103,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,6/19/2015 14:55,6/19/2014 14:45,7/10/2014 14:45,35XX BLOCK OF S FERDINAND ST,R,R3,10300.4006,-122.2874779,47.5578548,"(47.557854802, -122.287477902)",6,2014
470170,2015185464,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,6/4/2015 11:13,6/1/2014 0:00,6/1/2015 18:15,24XX BLOCK OF WESTVIEW DR W,Q,Q2,5900.4035,-122.3707729,47.6400945,"(47.640094502, -122.370772861)",6,2014
465137,2015174988,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,5/27/2015 15:45,8/22/2014 11:00,3/15/2015 17:30,22XX BLOCK OF NW 59 ST,B,B1,4700.4002,-122.3861645,47.67164251,"(47.671642511, -122.386164453)",8,2014
461710,2015168191,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,5/22/2015 10:45,8/1/2014 0:00,,11XX BLOCK OF REPUBLICAN ST,D,D3,7300.1019,-122.3336469,47.62311893,"(47.62311893, -122.333646878)",8,2014
456091,2015157266,2606,1,FRAUD-CHECK,2600,FRAUD,5/13/2015 17:10,7/20/2014 12:00,,31XX BLOCK OF WESTERN AV,D,D1,8001.3006,-122.3563758,47.61802864,"(47.618028638, -122.356375788)",7,2014
456782,2015156712,2799,0,EMBEZZLE,2700,EMBEZZLE,5/13/2015 9:22,6/19/2014 12:00,3/27/2015 12:00,9XX BLOCK OF 12 AV,E,E2,8600.2008,-122.3167791,47.61097885,"(47.610978849, -122.316779125)",6,2014
481225,2015154110,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,5/11/2015 8:28,8/24/2014 10:00,,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.292841,47.72379509,"(47.723795094, -122.292840975)",8,2014
478954,2015132500,2399,3,THEFT-OTH,2300,OTHER PROPERTY,4/23/2015 9:30,6/20/2014 0:00,4/22/2015 0:00,132XX BLOCK OF AURORA AV N,N,N2,600.1016,-122.3449968,47.72503555,"(47.725035551, -122.344996832)",6,2014
451902,2015132500,2399,3,THEFT-OTH,2300,OTHER PROPERTY,4/23/2015 9:30,6/20/2014 0:00,4/22/2015 0:00,132XX BLOCK OF AURORA AV N,N,N2,600.1016,-122.3449968,47.72503555,"(47.725035551, -122.344996832)",6,2014
405914,2015131123,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,4/22/2015 9:34,7/2/2014 10:00,4/19/2015 10:00,24XX BLOCK OF 32 AV W,Q,Q1,5700.3013,-122.3983339,47.63979739,"(47.639797389, -122.398333891)",7,2014
410647,2015130488,2699,1,FRAUD-OTHER,2600,FRAUD,4/21/2015 16:13,7/1/2014 16:13,,88XX BLOCK OF 10 AV SW,F,F3,11300.3001,-122.3480055,47.52373593,"(47.523735934, -122.348005459)",7,2014
372869,2015902549,2305,0,THEFT-CARPROWL,2300,CAR PROWL,4/10/2015 13:45,8/1/2014 17:30,8/3/2014 16:30,21XX BLOCK OF N 59 ST,B,B3,4600.2002,-122.3327,47.67160003,"(47.671600027, -122.332699994)",8,2014
451059,2015115270,2399,3,THEFT-OTH,2300,OTHER PROPERTY,4/8/2015 23:37,6/1/2014 0:01,4/8/2015 22:30,48XX BLOCK OF S HOLDEN ST,S,S2,11102.3002,-122.2713149,47.53366162,"(47.533661622, -122.271314896)",6,2014
287365,2015112258,2316,0,THEFT-MAIL,2300,MAIL THEFT,4/6/2015 15:44,6/30/2014 19:00,4/6/2015 12:00,92XX BLOCK OF FREMONT AV N,J,J1,1701.201,-122.3499816,47.69644527,"(47.69644527, -122.349981568)",6,2014
287595,2015112158,5309,0,HARASSMENT,5300,THREATS,4/6/2015 12:30,7/16/2014 12:00,4/6/2015 12:30,11XX BLOCK OF PIKE ST,E,E3,8300.2015,-122.3283588,47.61369803,"(47.613698028, -122.32835884)",7,2014
218400,201595729,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,3/24/2015 10:25,6/1/2014 0:00,3/24/2015 9:00,58XX BLOCK OF NE 70 ST,U,U3,4000.1027,-122.2646309,47.67936955,"(47.679369548, -122.264630853)",6,2014
195857,201588900,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,3/18/2015 15:22,8/1/2014 0:00,3/14/2015 0:00,17XX BLOCK OF 16 AV,C,C1,7900.5006,-122.3114503,47.61702956,"(47.617029556, -122.311450328)",8,2014
200727,201588472,2304,1,THEFT-AUTOACC,2300,OTHER PROPERTY,3/18/2015 8:44,7/1/2014 0:00,3/18/2015 8:20,37XX BLOCK OF SW MYRTLE ST,W,W3,10600.1024,-122.3798209,47.53967895,"(47.539678951, -122.379820912)",7,2014
479893,201582784,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,3/13/2015 12:32,6/1/2014 0:01,9/30/2014 23:59,11XX BLOCK OF 23 AV S,G,G3,8900.4015,-122.3026198,47.5924811,"(47.592481104, -122.302619777)",6,2014
183148,201581251,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,3/12/2015 8:55,6/21/2014 10:00,6/21/2014 15:00,LEARY WY NW / 8 AV NW,B,B2,4800.3003,-122.3661911,47.66048091,"(47.660480914, -122.366191082)",6,2014
133483,201577192,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,3/8/2015 21:42,6/1/2014 19:00,3/8/2015 21:42,23XX BLOCK OF MINOR AV E,D,D3,6100.4007,-122.3283543,47.64087933,"(47.64087933, -122.328354324)",6,2014
171781,2015901516,2305,0,THEFT-CARPROWL,2300,CAR PROWL,3/6/2015 16:10,8/24/2014 22:00,8/25/2014 7:00,30XX BLOCK OF 11 AV W,Q,Q2,5900.2014,-122.3715355,47.64765795,"(47.647657953, -122.371535475)",8,2014
87112,2015245985,2305,0,THEFT-CARPROWL,2300,CAR PROWL,3/2/2015 5:24,7/26/2014 20:00,,10XX BLOCK OF W PROSPECT ST,Q,Q2,7100.1004,-122.370627,47.62880275,"(47.628802746, -122.370627019)",7,2014
475204,201564923,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,2/26/2015 11:31,6/20/2014 8:00,6/20/2014 8:00,57XX BLOCK OF S EDDY ST,R,R3,10200.2032,-122.2597037,47.54493102,"(47.544931023, -122.259703689)",6,2014
196118,201563859,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,2/25/2015 13:58,7/16/2014 0:00,2/23/2015 15:00,2XX BLOCK OF 6 AV S,K,K3,9200.1008,-122.3263555,47.60045149,"(47.600451491, -122.326355499)",7,2014
78320,201557375,X,48,PROPERTY LOST,X,LOST PROPERTY,2/19/2015 14:44,8/1/2014 12:00,8/31/2014 12:00,13XX BLOCK OF N 125 ST,N,N2,600.3007,-122.3409036,47.7195715,"(47.7195715, -122.340903623)",8,2014
81035,201557268,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,2/19/2015 13:07,7/1/2014 0:00,1/29/2015 22:59,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.316845,47.61468385,"(47.614683849, -122.316845009)",7,2014
196648,2015901094,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,2/17/2015 16:43,7/1/2014 13:30,7/1/2014 16:31,38XX BLOCK OF 34 AV W,Q,Q1,5700.6013,-122.4008979,47.65496124,"(47.654961237, -122.400897865)",7,2014
66844,201550204,2399,3,THEFT-OTH,2300,OTHER PROPERTY,2/13/2015 8:57,6/11/2014 8:00,8/5/2014 8:00,36XX BLOCK OF PHINNEY AV N,B,B2,4900.3008,-122.3544703,47.65319897,"(47.653198966, -122.354470255)",6,2014
56070,201547840,X,48,PROPERTY LOST,X,LOST PROPERTY,2/11/2015 10:27,6/1/2014 8:00,8/19/2014 8:00,75XX BLOCK OF SEWARD PARK AV S,R,R3,11102.102,-122.2671448,47.53466907,"(47.534669069, -122.267144838)",6,2014
82305,201546934,2501,0,FORGERY-CHECK,2500,FORGERY,2/10/2015 14:26,7/7/2014 0:01,12/30/2014 23:59,XX BLOCK OF NICKERSON ST,Q,Q2,6000.4008,-122.3574235,47.64965732,"(47.64965732, -122.357423528)",7,2014
53697,2015900926,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,2/10/2015 9:53,8/17/2014 9:35,2/10/2015 9:35,122XX BLOCK OF 7 AV NW,N,N1,500.2015,-122.3649707,47.71692885,"(47.716928852, -122.364970691)",8,2014
53794,2015900866,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,2/6/2015 10:25,8/2/2014 9:55,2/6/2015 9:55,70XX BLOCK OF SEAVIEW AV NW,J,J2,3200.6,-122.404869,47.67990624,"(47.679906243, -122.404868974)",8,2014
49723,201541410,2606,1,FRAUD-CHECK,2600,FRAUD,2/5/2015 16:18,6/4/2014 0:00,12/5/2014 0:00,38XX BLOCK OF WINSLOW PL N,B,B3,5400.4019,-122.34661,47.65343834,"(47.653438339, -122.346609967)",6,2014
52274,201540238,2606,1,FRAUD-CHECK,2600,FRAUD,2/4/2015 15:17,7/1/2014 8:00,2/4/2015 8:00,140XX BLOCK OF 32 AV NE,L,L1,100.4002,-122.2938395,47.73104069,"(47.731040692, -122.293839479)",7,2014
30359,201538550,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,2/3/2015 9:36,8/15/2014 0:01,8/16/2014 0:00,115XX BLOCK OF LAKE CITY WY NE,L,L1,700.2008,-122.2992323,47.71251711,"(47.712517105, -122.299232335)",8,2014
34453,2015900648,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,1/30/2015 16:12,7/18/2014 16:00,7/18/2014 16:00,57XX BLOCK OF NE 56 ST,U,U3,4100.2019,-122.2657662,47.66927165,"(47.669271651, -122.265766224)",7,2014
86555,201533026,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,1/29/2015 17:38,6/1/2014 0:00,6/30/2014 17:38,16XX BLOCK OF 35 AV,C,C3,7800.3006,-122.2881326,47.61584927,"(47.61584927, -122.288132584)",6,2014
34751,201531517,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,1/28/2015 11:53,8/20/2014 0:01,,16XX BLOCK OF 6 AV,M,M2,8200.1003,-122.3358275,47.61263329,"(47.612633294, -122.335827482)",8,2014
12470,201519399,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/18/2015 9:19,6/1/2014 1:00,1/18/2015 9:00,54XX BLOCK OF DELRIDGE WY SW,F,F1,10701.1,-122.3629755,47.55281977,"(47.552819773, -122.362975491)",6,2014
1120340,201519399,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/18/2015 9:19,6/1/2014 1:00,1/18/2015 9:00,54XX BLOCK OF DELRIDGE WY SW,F,F1,10700.1,-122.3629755,47.55281977,"(47.552819773, -122.362975491)",6,2014
1114770,20155950,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/6/2015 19:50,6/30/2014 12:00,12/20/2014 12:00,97XX BLOCK OF GREENWOOD AV N,N,N2,1700.7004,-122.3553974,47.69978556,"(47.699785557, -122.355397373)",6,2014
82731,20155950,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/6/2015 19:50,6/30/2014 12:00,12/20/2014 12:00,97XX BLOCK OF GREENWOOD AV N,J,J1,1702.1007,-122.3553974,47.69978556,"(47.699785557, -122.355397373)",6,2014
1116187,20151354,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,1/2/2015 11:12,7/30/2014 18:00,12/30/2014 14:00,77XX BLOCK OF 30 AV NW,B,B2,3100.7009,-122.3957312,47.68583531,"(47.685835308, -122.395731216)",7,2014
1124178,2014283513,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,12/29/2014 20:12,8/24/2014 1:30,,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2004,-122.3322242,47.60088042,"(47.600880424, -122.332224219)",8,2014
1115274,2014428532,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,12/29/2014 11:43,8/15/2014 11:43,10/15/2014 11:43,102XX BLOCK OF LAKE CITY WY NE,L,L2,1100.201,-122.3016124,47.70312469,"(47.703124687, -122.301612415)",8,2014
1112198,2014909982,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,12/27/2014 7:30,8/4/2014 7:38,11/13/2014 7:39,40XX BLOCK OF SW 106 ST,W,W3,12100.1,-122.3835958,47.50825707,"(47.508257071, -122.383595795)",8,2014
1112201,2014909966,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/26/2014 9:59,7/31/2014 9:45,12/22/2014 9:45,3XX BLOCK OF W OLYMPIC PL,Q,Q3,7000.2,-122.3619148,47.62673542,"(47.626735421, -122.361914802)",7,2014
1107152,2014420296,2305,0,THEFT-CARPROWL,2300,CAR PROWL,12/20/2014 15:27,7/25/2014 19:00,7/26/2014 10:00,117XX BLOCK OF 24 AV NE,L,L2,700.4001,-122.3026817,47.71479303,"(47.714793029, -122.302681694)",7,2014
1109337,2014419251,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/19/2014 20:08,7/1/2014 0:00,10/31/2014 0:00,24XX BLOCK OF 5 AV W,Q,Q2,5900.601,-122.3635989,47.64050573,"(47.640505726, -122.363598887)",7,2014
1105960,2014419269,X,48,PROPERTY LOST,X,LOST PROPERTY,12/19/2014 16:49,6/12/2014 0:01,12/19/2014 16:49,13XX BLOCK OF W EMERSON ST,Q,Q2,5900.1006,-122.3742547,47.65399729,"(47.653997286, -122.374254733)",6,2014
1105600,2014418275,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,12/18/2014 17:48,6/1/2014 7:00,12/18/2014 13:30,20XX BLOCK OF FAIRVIEW AV E,D,D2,6600.2003,-122.3294051,47.63743534,"(47.637435341, -122.329405074)",6,2014
1110170,2014418275,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,12/18/2014 17:48,6/1/2014 7:00,12/18/2014 13:30,20XX BLOCK OF FAIRVIEW AV E,D,D2,6600.2003,-122.3294051,47.63743534,"(47.637435341, -122.329405074)",6,2014
458105,2014909818,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,12/18/2014 15:16,8/8/2014 23:00,8/9/2014 0:00,10XX BLOCK OF E PIKE ST,E,E2,7500.4014,-122.3187939,47.6140898,"(47.614089799, -122.318793871)",8,2014
1118212,2014909818,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,12/18/2014 15:16,8/8/2014 23:00,8/9/2014 0:00,10XX BLOCK OF E PIKE ST,C,C2,7500.4007,-122.3187939,47.6140898,"(47.614089799, -122.318793871)",8,2014
1103736,2014411656,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,12/12/2014 20:28,8/26/2014 15:00,11/26/2014 16:00,7XX BLOCK OF BELMONT PL E,C,C1,6500.4008,-122.3242663,47.62653324,"(47.626533243, -122.324266337)",8,2014
1104194,2014411364,5309,0,HARASSMENT,5300,THREATS,12/12/2014 13:46,7/9/2014 11:00,,25XX BLOCK OF W SMITH ST,Q,Q1,5802.4011,-122.3896383,47.64116204,"(47.641162036, -122.389638272)",7,2014
1121051,2014411158,2301,0,THEFT-PKPOCKET,2300,PICKPOCKET,12/12/2014 10:28,7/27/2014 22:00,,10XX BLOCK OF E PIKE ST,C,C2,7500.4007,-122.3187939,47.6140898,"(47.614089799, -122.318793871)",7,2014
460262,2014411158,2301,0,THEFT-PKPOCKET,2300,PICKPOCKET,12/12/2014 10:28,7/27/2014 22:00,,10XX BLOCK OF E PIKE ST,E,E2,7500.4014,-122.3187939,47.6140898,"(47.614089799, -122.318793871)",7,2014
55665,2014409944,2699,1,FRAUD-OTHER,2600,FRAUD,12/11/2014 9:45,8/9/2014 12:00,10/19/2014 12:00,36XX BLOCK OF 33 AV S,R,R2,10100.5017,-122.2910103,47.57075993,"(47.570759934, -122.291010287)",8,2014
1102205,2014409944,2699,1,FRAUD-OTHER,2600,FRAUD,12/11/2014 9:45,8/9/2014 12:00,10/19/2014 12:00,36XX BLOCK OF 33 AV S,R,R1,10100.5005,-122.2910103,47.57075993,"(47.570759934, -122.291010287)",8,2014
58240,2014409081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/10/2014 14:22,8/1/2014 0:00,10/1/2014 0:00,14XX BLOCK OF 26 AV,C,C3,7700.3014,-122.2987991,47.61353231,"(47.613532313, -122.298799052)",8,2014
1101634,2014409081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/10/2014 14:22,8/1/2014 0:00,10/1/2014 0:00,14XX BLOCK OF 26 AV,C,C3,7700.3017,-122.2987991,47.61353231,"(47.613532313, -122.298799052)",8,2014
66243,2014909419,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/6/2014 10:29,6/13/2014 10:20,7/30/2014 10:20,5XX BLOCK OF PINE ST,M,M3,8200.1004,-122.3359286,47.61190424,"(47.611904235, -122.335928552)",6,2014
1100056,2014909419,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,12/6/2014 10:29,6/13/2014 10:20,7/30/2014 10:20,5XX BLOCK OF PINE ST,K,K1,8200.1004,-122.3359286,47.61190424,"(47.611904235, -122.335928552)",6,2014
1121986,2014402470,1316,4,THREATS-OTHER,1300,THREATS,12/4/2014 9:04,8/26/2014 0:00,12/3/2014 0:00,23XX BLOCK OF 4 AV,M,M2,7200.202,-122.3445849,47.6157531,"(47.615753101, -122.344584906)",8,2014
1103305,2014401450,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,12/3/2014 9:07,8/1/2014 17:00,8/1/2014 19:30,42 AV S / S DAKOTA ST,R,R1,10100.7005,-122.2807665,47.56643832,"(47.56643832, -122.280766473)",8,2014
1120057,2014399518,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/1/2014 12:41,7/24/2014 23:00,,10XX BLOCK OF E PIKE ST,C,C2,7500.4007,-122.3187939,47.6140898,"(47.614089799, -122.318793871)",7,2014
1097480,2014395065,2606,1,FRAUD-CHECK,2600,FRAUD,11/26/2014 12:28,8/1/2014 12:28,11/10/2014 23:59,32XX BLOCK OF ALKI AV SW,W,W1,9701.3013,-122.4190318,47.57595612,"(47.575956116, -122.419031799)",8,2014
1094483,2014393355,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,11/24/2014 17:21,8/1/2014 12:00,11/24/2014 16:30,23XX BLOCK OF NW 85 ST,B,B2,3100.1003,-122.3859518,47.69058057,"(47.690580569, -122.385951803)",8,2014
1097176,2014909200,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/24/2014 12:32,8/15/2014 9:10,8/15/2014 9:11,42XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.3008,-122.3131878,47.65905498,"(47.659054982, -122.313187754)",8,2014
1124985,2014909193,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/24/2014 10:17,6/14/2014 0:00,6/14/2014 0:00,E PIKE ST / HARVARD AV,E,E2,8400.1017,-122.322111,47.61406499,"(47.614064988, -122.322110996)",6,2014
482663,2014909193,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/24/2014 10:17,6/14/2014 0:00,6/14/2014 0:00,E PIKE ST / HARVARD AV,E,E2,8400.1006,-122.322111,47.61406499,"(47.614064988, -122.322110996)",6,2014
280279,2014909134,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,11/22/2014 3:46,8/22/2014 3:40,11/22/2014 3:40,17XX BLOCK OF BELLEVUE AV,E,E1,7402.3006,-122.3268036,47.6167093,"(47.616709299, -122.326803609)",8,2014
1092624,2014909134,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,11/22/2014 3:46,8/22/2014 3:40,11/22/2014 3:40,17XX BLOCK OF BELLEVUE AV,E,E1,8400.1006,-122.3268036,47.6167093,"(47.616709299, -122.326803609)",8,2014
280572,2014388553,2699,1,FRAUD-OTHER,2600,FRAUD,11/20/2014 14:25,7/15/2014 0:00,,7XX BLOCK OF 19 AV,G,G2,8700.1012,-122.3076181,47.60860505,"(47.608605048, -122.307618134)",7,2014
1092910,2014388553,2699,1,FRAUD-OTHER,2600,FRAUD,11/20/2014 14:25,7/15/2014 0:00,,7XX BLOCK OF 19 AV,G,G1,8700.1004,-122.3076181,47.60860505,"(47.608605048, -122.307618134)",7,2014
280570,2014909081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,11/20/2014 9:11,8/1/2014 9:00,11/20/2014 9:00,30XX BLOCK OF NW 73 ST,J,J2,3100.4013,-122.3970527,47.68164887,"(47.681648868, -122.397052721)",8,2014
1091968,2014909081,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,11/20/2014 9:11,8/1/2014 9:00,11/20/2014 9:00,30XX BLOCK OF NW 73 ST,B,B2,3100.5004,-122.3970527,47.68164887,"(47.681648868, -122.397052721)",8,2014
280582,2014387289,2606,1,FRAUD-CHECK,2600,FRAUD,11/19/2014 13:36,8/15/2014 12:00,8/18/2014 23:30,30XX BLOCK OF 61 AV SW,W,W1,9701.2004,-122.4107128,47.57682391,"(47.576823905, -122.410712819)",8,2014
1096979,2014387289,2606,1,FRAUD-CHECK,2600,FRAUD,11/19/2014 13:36,8/15/2014 12:00,8/18/2014 23:30,30XX BLOCK OF 61 AV SW,W,W1,9701.2004,-122.4107128,47.57682391,"(47.576823905, -122.410712819)",8,2014
1091645,2014909025,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,11/18/2014 12:11,8/17/2014 13:00,8/17/2014 13:55,14XX BLOCK OF S LANE ST,G,G2,9000.302,-122.3134365,47.59665466,"(47.596654661, -122.313436505)",8,2014
1091299,2014385680,X,49,PROPERTY LOST - POLICE EQUIPME,X,LOST PROPERTY,11/18/2014 3:37,7/1/2014 0:00,11/18/2014 3:37,23XX BLOCK OF SW WEBSTER ST,F,F1,10700.2,-122.3621501,47.53551506,"(47.535515062, -122.362150134)",7,2014
1090835,2014385343,1316,4,THREATS-OTHER,1300,THREATS,11/17/2014 18:03,8/1/2014 12:00,11/16/2014 20:00,5XX BLOCK OF N 79 ST,B,B3,2800.5011,-122.3512061,47.68621775,"(47.686217752, -122.351206114)",8,2014
1091033,2014385022,5309,0,HARASSMENT,5300,THREATS,11/17/2014 13:36,7/1/2014 12:00,11/17/2014 13:36,15XX BLOCK OF 4 AV,K,K1,8100.2005,-122.3368905,47.61044025,"(47.610440248, -122.336890511)",7,2014
368963,2014384854,2501,0,FORGERY-CHECK,2500,FORGERY,11/17/2014 11:09,8/19/2014 11:09,11/13/2014 11:09,23XX BLOCK OF W COMMODORE WY,Q,Q1,5801.4001,-122.3867146,47.66060168,"(47.660601678, -122.386714617)",8,2014
1092272,2014384854,2501,0,FORGERY-CHECK,2500,FORGERY,11/17/2014 11:09,8/19/2014 11:09,11/13/2014 11:09,23XX BLOCK OF W COMMODORE WY,Q,Q1,5801.4003,-122.3867146,47.66060168,"(47.660601678, -122.386714617)",8,2014
1094610,2014384779,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/17/2014 9:43,8/11/2014 12:00,9/3/2014 12:00,130XX BLOCK OF AURORA AV N,N,N1,401.1016,-122.3449968,47.72503555,"(47.725035551, -122.344996832)",8,2014
1088949,2014382958,X,48,PROPERTY LOST,X,LOST PROPERTY,11/15/2014 14:32,8/15/2014 12:00,,107XX BLOCK OF 17 AV SW,99,99,,-122.3564572,47.5060265,"(47.506026502, -122.356457187)",8,2014
309115,2014381429,2699,1,FRAUD-OTHER,2600,FRAUD,11/14/2014 10:20,8/22/2014 8:00,11/14/2014 8:43,71XX BLOCK OF 38 AV S,S,S1,11001.1009,-122.2847256,47.53795766,"(47.537957655, -122.284725585)",8,2014
1099786,2014381429,2699,1,FRAUD-OTHER,2600,FRAUD,11/14/2014 10:20,8/22/2014 8:00,11/14/2014 8:43,71XX BLOCK OF 38 AV S,S,S1,11000.101,-122.2847256,47.53795766,"(47.537957655, -122.284725585)",8,2014
1089945,2014380785,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/13/2014 18:06,7/27/2014 12:00,11/13/2014 18:06,23XX BLOCK OF SW WEBSTER ST,F,F1,10700.2,-122.3621501,47.53551506,"(47.535515062, -122.362150134)",7,2014
1099774,2014380276,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/13/2014 10:45,6/25/2014 13:00,6/25/2014 15:00,26XX BLOCK OF 2 AV,M,M1,8001.1007,-122.3492899,47.61619035,"(47.61619035, -122.34928988)",6,2014
1096788,2014909168,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,11/13/2014 0:59,8/28/2014 0:40,8/28/2014 17:40,35XX BLOCK OF 27 PL W,Q,Q1,5801.2003,-122.3904007,47.6524506,"(47.652450597, -122.390400727)",8,2014
1090061,2014379503,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,11/12/2014 16:43,8/27/2014 0:00,9/1/2014 23:59,16XX BLOCK OF BELLEVUE AV,E,E2,8400.1006,-122.3267959,47.61578,"(47.615779997, -122.32679585)",8,2014
1089847,2014376962,2305,0,THEFT-CARPROWL,2300,CAR PROWL,11/10/2014 14:38,7/6/2014 10:00,,2XX BLOCK OF 12 AV S,E,E3,9100.1002,-122.3171253,47.60043769,"(47.600437691, -122.317125251)",7,2014
1089571,2014375621,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,11/9/2014 10:23,6/22/2014 22:00,,3XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7100.2009,-122.3567339,47.62152468,"(47.621524678, -122.356733894)",6,2014
1085097,2014374274,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/8/2014 6:22,8/16/2014 8:00,11/8/2014 6:22,102XX BLOCK OF GREENWOOD AV N,N,N2,1700.7001,-122.3554338,47.70327231,"(47.703272313, -122.355433797)",8,2014
1085803,2014908764,2399,3,THEFT-OTH,2300,OTHER PROPERTY,11/7/2014 15:14,8/22/2014 9:00,8/22/2014 20:00,36XX BLOCK OF 14 AV W,Q,Q2,5801.4033,-122.3749043,47.65308277,"(47.653082768, -122.374904282)",8,2014
